dienststellen_id,offizielle_bezeichnung,abkuerzung,bfs_nummer,verkehrsmittel_abkuerzung,verkehrsmittel_de,verkehrsmittel_fr,verkehrsmittel_it,go_abkuerzung_de,go_abkuerzung_fr,go_abkuerzung_it,e_lv95,n_lv95,e_wgs84,n_wgs84
100,Tavannes,TA,713,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2582049.836999999824911,1229906.621999999973923,7.201645390000000,47.219844660000000
121,Courfaivre,CFV,6729,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2588854.779000000096858,1242701.979999999981374,7.291165740000000,47.335083130000001
103,Sorvilier,SOR,711,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2589942.209600000176579,1232056.897600000025705,7.305793599999999,47.239353829999999
120,Courtételle,CTT,6710,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2590879.958999999798834,1243559.686999999918044,7.317942770000000,47.342829009999996
102,Malleray-Bévilard,MB,717,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2587682.108000000007451,1231990.070999999996275,7.275946270000000,47.238714190000003
138,"Basel, St-Louis Grenze",STLO,2701,TRAM,TRAM,TRAM,TRAM,BLT,BLT,BLT,2610106.879000000189990,1269480.665000000037253,7.572950000000000,47.575949999999999
123,Glovelier,GLO,6729,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2582668.271000000182539,1242730.973999999929219,7.209312769999999,47.335209519999999
141,Courchavon,CCH,6783,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2571261.824000000022352,1254401.375999999931082,7.057645959999999,47.439774400000005
105,Moutier,MOU,700,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2595643.407999999821186,1236643.652000000001863,7.381044300000000,47.280672520000003
122,Bassecourt,BSC,6729,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2585505.492000000085682,1242887.574000000022352,7.246846230000000,47.336686879999995
125,Courgenay,CG,6784,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2576267.074000000022352,1250537.879999999888241,7.124205040000000,47.405226180000000
104,Court,CT,690,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2592692.146000000182539,1232191.489999999990687,7.342109880000001,47.240600919999999
101,Reconvilier,REC,703,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2584006.598000000230968,1231612.441000000108033,7.227417930000001,47.235238330000001
124,St-Ursanne,SU,6808,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2579404.015999999828637,1246354.138000000035390,7.165957049999999,47.367702899999998
144,Buix,BX,6807,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2569196.944000000134110,1258810.209000000031665,7.029967259999999,47.479333260000004
127,Courtemaîche,CTM,6807,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2571099.680999999865890,1256191.682000000029802,7.055380180000000,47.455869180000001
126,Porrentruy,POR,6800,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2572944.253000000026077,1252296.688000000081956,7.080077290000000,47.420916380000001
109,Delémont,DMT,6711,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2593309.757999999914318,1245689.283999999985099,7.350063319999999,47.362012700000001
159,Grenchen Nord,GN,2546,TRAIN,TRAIN,TRAIN,TRAIN,BLS-mlb,BLS-mlb,BLS-mlb,2596285.828000000212342,1226751.246999999973923,7.389618660000000,47.191698209999998
128,Boncourt,BCT,6774,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2568193.717000000178814,1260294.176999999908730,7.016551750000000,47.492631870000004
135,Pontenet,PON,717,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2586032.475999999791384,1232008.655999999959022,7.254159260000000,47.238848319999995
162,Tramelan-Dessous,TRDE,446,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2575317.252139999996871,1230224.285089999902993,7.112743640000001,47.222483779999997
113,Laufen,LFN,2787,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2604830.478999999817461,1252061.852999999886379,7.502636130000000,47.419346480000002
165,Le Pied-d'Or,PIEO,446,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2571036.049899999983609,1230201.621649999869987,7.056221640000000,47.222105520000000
136,Basel Dreispitz,BSDH,2701,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2612873.393999999854714,1265203.693999999901280,7.609595919999999,47.537436059999997
164,Tramelan-Chalet,TRCH,446,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2573769.886299999896437,1230347.602560000028461,7.092306970000000,47.223533130000000
115,Grellingen,GREL,2786,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2611568.422999999951571,1254511.424000000115484,7.591988350000000,47.441294900000003
167,Les Breuleux-Eglise,BREL,6743,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2566955.556120000313967,1229211.543779999949038,7.002421539999999,47.213008180000003
114,Zwingen,ZWG,2793,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2606928.487999999895692,1253670.820000000065193,7.530463030000000,47.433799190000002
169,Muriaux,MUAU,6753,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2565673.859300000127405,1232688.601299999980256,6.985236770000000,47.244216969999997
175,Le Creux-des-Biches,CREB,6754,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2562270.319000000134110,1228178.402000000001863,6.940662000000000,47.203464000000004
117,Aesch BL,AE,2761,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2612398.052000000141561,1257453.914000000106171,7.603068210000000,47.467744660000001
174,Le Noirmont,NOMO,6754,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2563481.804210000205785,1230371.563229999970645,6.956472710000001,47.223258590000000
191,Saignelégier,SAIG,6757,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2566358.518670000135899,1233845.334719999926165,6.994192970000000,47.254656460000007
171,Les Reussilles,REUS,446,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2573075.631469999905676,1230440.250579999992624,7.083135170000000,47.224338429999996
190,Les Emibois,EMI,6753,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2565636.670220000203699,1231319.053599999984726,6.984850489999999,47.231896689999999
116,Duggingen,DUG,2785,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2612430.969000000040978,1255864.054999999934807,7.603460740000000,47.453444860000005
177,Les Bois,BOIS,6742,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2559638.026999999769032,1225242.600000000093132,6.906185000000001,47.176901990000005
176,Le Boéchet,BOEC,6742,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2560858.086000000126660,1227162.818999999901280,6.922111990000000,47.194246990000003
170,Tramelan,TRAM,446,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2574677.849690000060946,1230264.969310000073165,7.104299480000000,47.222825430000000
119,Münchenstein,MST,2769,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2613481.875000000000000,1262532.235000000102445,7.617596690000000,47.513397359999999
192,Le Bémont JU,BEM,6741,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2567869.153249999973923,1234789.982060000067577,7.014081670000000,47.263228479999995
179,La Cibourg,CIB,6421,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2557887.666999999899417,1219164.875000000000000,6.883664000000000,47.122126000000002
195,La Combe,COMB,6751,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2574344.865259999874979,1237104.376429999945685,7.099511450000000,47.284329480000004
173,Les Breuleux,BREU,6743,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2567190.952000000048429,1228953.789229999994859,7.005547679999999,47.210701560000004
178,La Ferrière,FER,435,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2558692.275549999903888,1221446.233299999963492,6.894057770000000,47.142696770000001
194,Pré-Petitjean,PREP,6751,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2571233.124990000389516,1236309.684640000108629,7.058431500000000,47.277052959999999
118,Dornach-Arlesheim,DOR,2473,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2612999.944000000134110,1259776.226000000024214,7.611118940000001,47.488619839999998
181,La Chaux-d'Abel,CHXA,435,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2559057.761530000250787,1222567.851939999964088,6.898773920000000,47.152808049999997
172,La Chaux-des-Breuleux,CHXB,6743,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2568702.045690000057220,1230034.419190000044182,7.025418410000000,47.220494840000001
196,Bollement,BOLL,6758,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2576192.900890000164509,1238496.898659999947995,7.123864780000000,47.296923900000003
180,La Large-Journée,LARG,6742,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2558896.012830000370741,1223510.920260000042617,6.896555080000000,47.161280490000003
199,Combe-Tabeillon,COTA,6729,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2578771.231230000033975,1240336.634199999971315,7.157866020000000,47.313559540000000
201,Lengnau BE,LEN,387,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2594536.583000000100583,1225388.844000000040978,7.366553680000000,47.179431420000000
209,Deitingen,DN,2516,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2613656.095000000204891,1229714.827000000048429,7.618913020000000,47.218225800000006
200,Pieterlen,PIE,392,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2592537.302000000141561,1224502.716000000014901,7.340193540000000,47.171441150000000
184,La Chaux-de-Fonds-Est,CFES,6421,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2554327.084770000074059,1217109.313400000100955,6.836951860000000,47.103400329999999
208,Luterbach-Attisholz,LUT,2527,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2610975.660999999847263,1229589.607000000076368,7.583523460000000,47.217149190000001
203,Bettlach,BET,2543,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2599222.870000000111759,1227111.558999999891967,7.428373020000000,47.194949410000000
211,Niederbipp,NB,981,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2619386.780999999959022,1235531.541999999899417,7.694818070000000,47.270401730000003
187,Vendlincourt,VEND,6806,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2578764.275849999859929,1255746.051130000036210,7.157039570000000,47.452154319999998
202,Grenchen Süd,GS,2546,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2596934.479999999981374,1226425.843000000109896,7.398180060000001,47.188774689999995
210,Wangen an der Aare,WAA,992,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2616478.862999999895692,1231248.506000000052154,7.656234490000000,47.231956530000005
186,Alle,ALLE,6771,TRAIN,TRAIN,TRAIN,TRAIN,CJ,CJ,CJ,2576580.674930000212044,1252649.410179999889806,7.128248559999999,47.424228700000000
213,Oberbuchsiten,OB,2406,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2625190.026999999769032,1239427.402000000001863,7.771723760000000,47.305247229999999
205,Bellach,BELL,2542,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2605242.436999999918044,1228662.368999999947846,7.507825400000000,47.208878779999999
212,Oensingen,OEN,2407,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2620520.217999999877065,1237162.272000000113621,7.709870319999999,47.285035109999995
204,Selzach,SEL,2556,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2601364.433999999891967,1227742.523000000044703,7.456635040000000,47.200624030000000
215,Hägendorf,HAE,2579,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2630627.541000000201166,1242234.759000000078231,7.843816400000000,47.330267799999994
5,"Camischolas, via Alpsu/Strem",CAXX,3986,BUS,BUS,BUS,BUS,MGB/Autofo,MGB/Autofo,MGB/Autofo,2701466.000000000000000,1170683.000000000000000,8.764865790000000,46.679657290000002
4,"Selva, via Alpsu spv.",SAXX,3986,BUS,BUS,BUS,BUS,MGB/Autofo,MGB/Autofo,MGB/Autofo,2698356.000000000000000,1168680.000000000000000,8.723794590000001,46.662107300000002
214,Egerkingen,EG,2401,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2627245.302000000141561,1240505.760999999940395,7.798966470000000,47.314864839999998
207,Solothurn,SO,2601,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2607884.418000000063330,1228144.250000000000000,7.542689210000000,47.204192499999998
217,Olten Hammer,OLH,2581,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2634690.379999999888241,1244290.337999999988824,7.897723970000000,47.348555160000004
206,Solothurn West,SW,2601,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2607070.345000000204891,1228423.932999999960884,7.531949150000000,47.206717290000000
216,Wangen bei Olten,WBOL,2586,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2632475.993999999947846,1243482.357000000076368,7.868360520000000,47.341400669999999
10,Basel SBB,BS,2701,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2611362.890999999828637,1266309.825999999884516,7.589562790000000,47.547412060000006
218,Olten,OL,2581,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2635441.908999999985099,1244670.531999999890104,7.907699650000001,47.351934759999999
221,Büren an der Aare,BUER,383,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2594888.030999999959022,1220799.831999999936670,7.371242830000000,47.138157110000002
220,Dotzigen,DON,386,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2592344.754000000189990,1218636.313000000081956,7.337754289999999,47.118671769999999
28,Tecknau,TK,2862,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2633865.015999999828637,1255093.279000000096858,7.887618190000000,47.445760210000003
31,Diepflingen,DIE,2845,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2630099.182000000029802,1255495.497999999905005,7.837717390000000,47.449560509999998
51,"Reinach BL, Dorf",RACH,2773,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2611345.648000000044703,1260244.286000000080094,7.589180010000000,47.492859989999999
16,Basel St. Johann,BSSJ,2701,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2610076.296000000089407,1268853.094999999972060,7.572529380000000,47.570306320000000
33,Rümlingen,RLG,2859,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2631080.478000000119209,1252811.952000000048429,7.850541940000000,47.425379249999999
32,Sommerau,SOM,2846,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2631143.390999999828637,1254329.087000000057742,7.851481370000000,47.439021359999998
21,Pratteln,PR,2831,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2618994.155999999959022,1263578.175000000046566,7.690817300000000,47.522668629999998
35,Läufelfingen,LF,2852,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2631529.418000000063330,1249117.833000000100583,7.856231580000000,47.392132889999999
60,"Binningen, Schloss",BINI,2765,TRAM,TRAM,TRAM,TRAM,BLT,BLT,BLT,2610280.586000000126660,1265185.736000000033528,7.575160000000000,47.537320000000001
20,Muttenz,MU,2770,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2615758.188000000081956,1264783.152000000001863,7.647894430000000,47.533591209999997
34,Buckten,BUC,2843,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2630883.118999999947846,1250988.797999999951571,7.847800530000001,47.408991050000004
63,"Oberwil BL, Zentrum",OW,2771,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2609010.000000000000000,1262610.399999999906868,7.558233410000001,47.514176460000002
65,"Ettingen, Dorf",ET,2768,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2608093.830000000074506,1259219.100000000093132,7.546009810000000,47.483687300000000
64,"Therwil, Zentrum",TWIL,2775,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2608926.000000000000000,1260944.000000000000000,7.557085120000000,47.499190219999996
62,"Bottmingen, Schloss",BOTM,2767,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2610015.731999999843538,1263735.394000000087544,7.571610000000000,47.524279999999997
37,Trimbach,TRI,2500,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2635174.634999999776483,1246238.567000000039116,7.904285360000000,47.366052189999998
23,Liestal,LST,2829,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2622064.001999999862164,1259340.621000000042841,7.731367480000000,47.484461170000003
67,"Bättwil, Dorf",BTWI,2471,TRAM,TRAM,TRAM,TRAM,BLT,BLT,BLT,2605342.799999999813735,1259823.600000000093132,7.509517000000000,47.489151960000001
66,"Witterswil, Station",WW,2481,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2606267.000000000000000,1259637.100000000093132,7.521777710000000,47.487466529999999
22,Frenkendorf-Füllinsdorf,FRE,2824,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2621133.464000000152737,1261228.389999999897555,7.719110530000000,47.501469989999997
68,"Flüh, Station",FLUE,2471,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2604563.029000000096858,1259811.618999999947846,7.499170010000000,47.489049999999999
25,Itingen,IT,2849,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2626282.472000000067055,1257447.365999999921769,7.787225980000001,47.467278719999996
38,Basel St. Jakob,BSJA,2701,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2613620.225000000093132,1265780.992000000085682,7.619532290000000,47.542613150000001
70,"Rodersdorf, Station",RD,2479,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2601541.191000000108033,1258915.047999999951571,7.459070010000000,47.481000000000002
73,"Basel, Aeschenplatz",BAES,2701,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BVB,BVB,BVB,2611760.057000000029802,1266742.894000000087544,7.594850000000000,47.551299999999998
72,"Oberwil BL, Hüslimatt",HLIM,2771,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2608788.000000000000000,1261761.000000000000000,7.555269640000001,47.506540060000006
24,Lausen,LSN,2828,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2624210.541000000201166,1257779.433999999891967,7.759762810000001,47.470344670000003
77,"Arlesheim, Dorf",ARHD,2763,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2613582.606000000145286,1260426.877000000094995,7.618870000000000,47.494459999999997
27,Gelterkinden,GKD,2846,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2630840.126999999862164,1257315.338999999919906,7.847667220000000,47.465893720000004
76,"Münchenstein, Dorf",MSTD,2769,TRAM,TRAM,TRAM,TRAM,BLT,BLT,BLT,2613615.500000000000000,1262400.399999999906868,7.619366570000000,47.512208919999999
79,"Basel, Heuwaage",BSHW,2701,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BVB,BVB,BVB,2611248.195999999996275,1266738.567000000039116,7.588050010000000,47.551270000000002
26,Sissach,SIS,2861,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2628154.733000000007451,1256952.889999999897555,7.812027570000001,47.462754120000000
90,Basel Bad Bf,BAD,2701,TRAIN,TRAIN,TRAIN,TRAIN,DICH,DICH,DICH,2612664.854999999981374,1268524.659999999916181,7.606920420000000,47.567307910000004
95,"Münchenstein, Hofmatt",HOFM,2769,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2613521.978999999817461,1263224.205000000074506,7.618150000000000,47.519619999999996
476,"Aeschi SO, Dorf",AEDO,2511,BUS,BUS,BUS,BUS,BSU,BSU,BSU,2617112.000000000000000,1225532.000000000000000,7.664378730000000,47.180522549999999
478,Hüniken,HUEN,2524,BUS,BUS,BUS,BUS,BSU,BSU,BSU,2615130.000000000000000,1226013.000000000000000,7.638247350000000,47.184897140000004
468,"Zuchwil, Langfeld",ZUMD,2534,BUS,BUS,BUS,BUS,BSU,BSU,BSU,2610135.000000000000000,1227874.000000000000000,7.572387090000000,47.201731240000001
477,"Bolken, Dorf",BNDO,2514,BUS,BUS,BUS,BUS,BSU,BSU,BSU,2617037.000000000000000,1227016.000000000000000,7.663445190000000,47.193872600000006
252,Weissenstein,WESS,2553,CABLE_CAR,CABLE_CAR,CABLE_CAR,CABLE_CAR,SWAG,SWAG,SWAG,2605276.000000000000000,1233439.000000000000000,7.508323690000000,47.251842510000003
255,"Aesch BL, Dorf",AESH,2761,BUS|TRAM,BUS|TRAM,BUS|TRAM,BUS|TRAM,BLT,BLT,BLT,2611932.603999999817461,1257655.912999999942258,7.596900000000000,47.469569999999997
261,Langendorf,LADO,2550,TRAIN,TRAIN,TRAIN,TRAIN,BLS-smb,BLS-smb,BLS-smb,2605677.876999999862164,1229661.435999999986961,7.513585430000001,47.217861499999998
274,Feldbrunnen,FEBR,2544,TRAIN,TRAIN,TRAIN,TRAIN,ASM-snb,ASM-snb,ASM-snb,2608879.614000000059605,1229976.450999999884516,7.555860000000000,47.220659999999995
237,"Basel, Bankverein",BSBA,2701,TRAM,TRAM,TRAM,TRAM,BVB,BVB,BVB,2611563.842999999877065,1266999.354999999981374,7.592250000000000,47.553610000000006
260,Crémines-Zoo,ZOO,691,TRAIN,TRAIN,TRAIN,TRAIN,BLS-smb,BLS-smb,BLS-smb,2601373.955000000074506,1235724.614999999990687,7.456783799999999,47.272419819999996
263,Im Holz,IMHO,2551,TRAIN,TRAIN,TRAIN,TRAIN,BLS-smb,BLS-smb,BLS-smb,2602738.930999999865890,1231111.287000000011176,7.474794880000000,47.230920789999999
262,Lommiswil,LOM,2551,TRAIN,TRAIN,TRAIN,TRAIN,BLS-smb,BLS-smb,BLS-smb,2602339.865000000223517,1229737.432000000029802,7.469518310000000,47.218564960000002
280,Solothurn Baseltor,SOBT,2601,TRAIN,TRAIN,TRAIN,TRAIN,ASM-snb,ASM-snb,ASM-snb,2607823.780999999959022,1228788.718000000109896,7.541900000000000,47.209989999999998
293,Thalbrücke,THBU,2422,TRAIN,TRAIN,TRAIN,TRAIN,OeBB,OeBB,OeBB,2618878.000000000000000,1239757.000000000000000,7.688271820000000,47.308422049999997
283,Riedholz,RIHO,2554,TRAIN,TRAIN,TRAIN,TRAIN,ASM-snb,ASM-snb,ASM-snb,2610151.665000000037253,1231131.384000000078231,7.572680009999999,47.231029990000003
265,Gänsbrunnen,GAE,691,TRAIN,TRAIN,TRAIN,TRAIN,BLS-smb,BLS-smb,BLS-smb,2601989.544000000227243,1234972.398000000044703,7.464915730000000,47.265652480000000
292,Klus,KLUS,2422,TRAIN,TRAIN,TRAIN,TRAIN,OeBB,OeBB,OeBB,2619297.000000000000000,1239296.000000000000000,7.693792940000000,47.304263550000002
285,Flumenthal,FLUM,2545,TRAIN,TRAIN,TRAIN,TRAIN,ASM-snb,ASM-snb,ASM-snb,2611967.347000000067055,1232038.620000000111759,7.596680000000000,47.239159999999998
264,Oberdorf SO,ODF,2553,TRAIN,TRAIN,TRAIN,TRAIN,BLS-smb,BLS-smb,BLS-smb,2604169.933000000193715,1231663.838999999919906,7.493696219999999,47.235883449999996
313,Rheinfelden Augarten,RFAU,4258,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2624798.754000000189990,1266180.277000000001863,7.768031870000000,47.545878230000000
294,Balsthal,BTH,2422,TRAIN,TRAIN,TRAIN,TRAIN,OeBB,OeBB,OeBB,2619360.000000000000000,1240289.000000000000000,7.694668710000000,47.313193139999996
287,Wiedlisbach,WIED,995,TRAIN,TRAIN,TRAIN,TRAIN,ASM-snb,ASM-snb,ASM-snb,2615705.276999999769032,1233572.654000000096858,7.646100000000000,47.252879999999998
267,Crémines,CREM,691,TRAIN,TRAIN,TRAIN,TRAIN,BLS-smb,BLS-smb,BLS-smb,2599761.762999999802560,1237190.766000000061467,7.435477310000000,47.285608330000002
286,Attiswil,ATTI,971,TRAIN,TRAIN,TRAIN,TRAIN,ASM-snb,ASM-snb,ASM-snb,2613267.895000000018626,1232846.297999999951571,7.613880000000000,47.246399990000000
266,Corcelles BE,CORC,691,TRAIN,TRAIN,TRAIN,TRAIN,BLS-smb,BLS-smb,BLS-smb,2600895.462999999988824,1237197.161000000080094,7.450463120000000,47.285665410000000
289,Buchli,BULI,983,TRAIN,TRAIN,TRAIN,TRAIN,ASM-snb,ASM-snb,ASM-snb,2618145.916000000201166,1234774.756999999983236,7.678390000000000,47.263629999999999
288,Oberbipp,OBBI,983,TRAIN,TRAIN,TRAIN,TRAIN,ASM-snb,ASM-snb,ASM-snb,2616832.000000000000000,1234338.000000000000000,7.661012940000000,47.259736270000005
268,Grandval,GVAL,694,TRAIN,TRAIN,TRAIN,TRAIN,BLS-smb,BLS-smb,BLS-smb,2598733.211999999824911,1236966.389999999897555,7.421882090000000,47.283588899999998
301,Rheinfelden,RF,4258,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2626613.165000000037253,1266781.442000000039116,7.792168899999999,47.551214030000004
300,Kaiseraugst,KAU,4252,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2621497.132000000216067,1265346.516000000061467,7.724135540000000,47.538495730000001
273,St. Katharinen,STKA,2544,TRAIN,TRAIN,TRAIN,TRAIN,ASM-snb,ASM-snb,ASM-snb,2608420.561000000219792,1229469.931000000098720,7.549790000000000,47.216110000000000
303,Mumpf,MPF,4255,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2635456.890999999828637,1266428.895999999949709,7.909624390000000,47.547626090000001
272,Solothurn Sternen,SOST,2601,TRAIN,TRAIN,TRAIN,TRAIN,ASM-snb,ASM-snb,ASM-snb,2608085.560000000055879,1229045.885000000009313,7.545360000000001,47.212299999999999
275,Bei den Weihern,BDWE,2554,TRAIN,TRAIN,TRAIN,TRAIN,ASM-snb,ASM-snb,ASM-snb,2609690.950999999884516,1230837.111000000033528,7.566590000000000,47.228389999999997
302,Möhlin,MOE,4254,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2629745.672999999951571,1267979.916999999899417,7.833862660000000,47.561858469999997
329,Koblenz,KB,4310,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2659293.032999999821186,1272481.279000000096858,8.227049700000000,47.600338299999997
320,Stein-Säckingen,STS,4260,TRAIN,TRAIN,TRAIN,TRAIN,SBB,CFF,FFS,2638413.549000000115484,1265778.236999999964610,7.948842870000000,47.541608260000004
